Company Name,Job Title,Role,Salaries Reported,Location,Salary
Lumen,Data Engineer,Specialist,2,New Delhi,"₹6,99,469/yr"
Rajendra Finance,Data Analyst,Specialist,1,Mumbai,"₹5,02,442/yr"
SG Analytics,Data Engineer,Specialist,3,Pune,"₹7,88,964/yr"
Merkle,Data Scientist,Manager,1,Pune,"₹31,76,333/yr"
Microsoft,Data Analyst,Specialist,7,Hyderabad,"₹9,24,643/yr"
Jash Data Sciences,Data Scientist,Specialist,2,Pune,"₹6,69,083/yr"
Intercontinental Exchange Senior,Machine Learning Engineer,Manager,1,Pune,"₹62,44,608/yr"
Sigmoid Analytics,Data Scientist,Specialist,6,Bangalore,"₹12,46,266/yr"
Mu Sigma,Machine Learning Engineer,Specialist,1,Mumbai,"₹6,71,696/yr"
Logic Technology,Machine Learning Engineer,Specialist,1,Mumbai,"₹5,40,000/yr"
Champion InfoMetrics,Data Engineer,Specialist,1,Bangalore,"₹7,55,066/yr"
AlgonoX Technologies,Data Scientist,Specialist,3,Hyderabad,"₹10,74,883/yr"
Tata Consultancy Services,Junior Data Scientist,Manager,1,Pune,"₹19,37,295/yr"
FirstCry com,Data Analyst,Specialist,5,Pune,"₹4,87,335/yr"
Fresher,Data Analyst,Specialist,15,Bangalore,"₹4,88,688/yr"
KPIT Technologies,Data Science,Manager,1,Pune,"₹5,47,875/yr"
Veritas Collaborative,Data Engineer,Specialist,1,Mumbai,"₹10,62,087/yr"
Capgemini,Data Engineer,Specialist,14,Bangalore,"₹6,77,369/yr"
Upwork,Machine Learning Engineer,Manager,1,New Delhi,"₹11,27,190/yr"
First Student,Data Analyst,Manager,1,Mumbai,"₹9,44,494/yr"
Saama Technologies,Data Scientist,Specialist,3,Pune,"₹9,34,857/yr"
Zensar Technologies,Data Scientist,Specialist,1,Mumbai,"₹15,72,499/yr"
Fractal,Data Scientist,Specialist,1,Pune,"₹14,04,565/yr"
Shogini Technoarts,Data Scientist,Specialist,1,Pune,"₹3,61,124/yr"
Dell Technologies,Data Engineer,Specialist,1,Pune,"₹9,04,395/yr"
First Student,Data Scientist,Specialist,2,Bangalore,"₹5,01,000/yr"
Zomato,Data Scientist,Specialist,1,Pune,"₹12,50,000/yr"
MediaAgility,Data Engineer,Specialist,1,Pune,"₹3,37,644/yr"
Infor,Data Engineer,Specialist,2,Hyderabad,"₹8,44,116/yr"
Meta,Data Scientist,Specialist,1,Bangalore,"₹45,14,674/yr"
WNS,Data Analyst,Specialist,1,Hyderabad,"₹5,13,120/yr"
Michelin,Data Engineer,Manager,1,Pune,"₹25,90,311/yr"
CGI,Data Engineer,Specialist,1,Hyderabad,"₹2,44,344/yr"
Verizon,Data Engineer,Specialist,1,Pune,"₹9,03,446/yr"
Optum Global Solutions,Machine Learning Engineer,Specialist,1,Bangalore,"₹4,52,198/yr"
LTI,Data Scientist,Specialist,2,New Delhi,"₹6,89,292/yr"
DXC Technology,Data Engineer,Manager,1,New Delhi,"₹24,97,547/yr"
Affine,Data Engineer,Specialist,7,Bangalore,"₹6,77,584/yr"
Jupiter Money,Data Scientist,Specialist,1,Bangalore,"₹19,26,965/yr"
Aptus Data Labs,Data Scientist,Specialist,5,Bangalore,"₹8,31,462/yr"
Anuj,Data Scientist,Specialist,1,Hyderabad,"₹2,14,977/yr"
Microsoft,Machine Learning Engineer,Specialist,1,Hyderabad,"₹23,71,168/yr"
WhiteHat Jr,Data Analyst,Specialist,2,Mumbai,"₹8,82,573/yr"
Morgan Stanley,Data Scientist,Specialist,1,Mumbai,"₹50,00,000/yr"
Freshers.com,Data Scientist,Specialist,1,Bangalore,"₹5,54,844/yr"
EY,Data Scientist,Specialist,6,Bangalore,"₹7,61,478/yr"
Aligned Automation,Senior Data Scientist,Specialist,1,Pune,"₹25,79,455/yr"
Birlasoft,Data Engineer,Specialist,1,Hyderabad,"₹2,93,208/yr"
eClerx,Data Scientist,Manager,1,Pune,"₹26,91,663/yr"
Aikon Labs,Machine Learning Engineer,Specialist,1,Pune,"₹3,14,473/yr"
DXC Technology,Data Scientist,Specialist,1,Pune,"₹4,00,000/yr"
Ziffytech,Data Engineer,Specialist,1,Pune,"₹12,08,801/yr"
IceCream Labs,Data Scientist,Specialist,1,Bangalore,"₹3,01,464/yr"
Danske Bank,Data Scientist,Manager,1,Bangalore,"₹50,88,740/yr"
Cotiviti,Data Analyst,Specialist,2,Hyderabad,"₹3,11,470/yr"
Jeet Techno Solutions,Data Analyst,Specialist,2,Mumbai,"₹4,35,348/yr"
Infostretch,Data Engineer,Specialist,3,Pune,"₹4,29,953/yr"
Trinity Mobility,Data Scientist,Manager,1,Bangalore,"₹16,21,206/yr"
Predictive Research,Data Analyst,Specialist,2,Bangalore,"₹2,10,216/yr"
L Brands,Data Scientist,Specialist,1,Bangalore,"₹1,88,07,948/yr"
Sixth Energy Technologies,Machine Learning Engineer,Manager,1,Bangalore,"₹9,10,591/yr"
Alphonso Global Solutions,Data Engineer,Specialist,1,Pune,"₹2,58,900/yr"
EngineerBabu,Machine Learning Engineer,Specialist,1,Hyderabad,"₹1,25,892/yr"
INSOFE,Data Scientist,Specialist,5,Hyderabad,"₹9,03,446/yr"
BizReach,Machine Learning Engineer,Manager,1,Hyderabad,"₹26,74,161/yr"
Diverse Lynx,Data Scientist,Specialist,1,Bangalore,"₹11,02,652/yr"
Yardi Systems,Data Analyst,Specialist,3,Pune,"₹3,97,776/yr"
Jio,Data Scientist,Manager,2,Hyderabad,"₹54,55,911/yr"
Vectra AI,Machine Learning Engineer,Specialist,2,Bangalore,"₹10,08,975/yr"
Times Internet,Data Scientist,Specialist,5,New Delhi,"₹18,49,285/yr"
Mahindra,Data Scientist,Specialist,1,Pune,"₹9,05,000/yr"
Lowe's Home Improvement,Data Engineer,Specialist,7,Bangalore,"₹10,08,975/yr"
Polestar Solutions & Services India,Data Analyst,Manager,1,New Delhi,"₹20,47,631/yr"
Maxgen Technologies,Data Science,Specialist,1,Pune,"₹2,04,000/yr"
Noodle.ai,Machine Learning Engineer,Specialist,1,Bangalore,"₹18,12,949/yr"
Globant,Data Engineer,Specialist,2,Pune,"₹35,56,740/yr"
Tata Consultancy Services,Data Scientist,Specialist,30,Pune,"₹7,17,331/yr"
Unified Healthcare Group,Data Engineer,Specialist,1,New Delhi,"₹8,44,641/yr"
Indegene,Data Analyst,Specialist,15,Bangalore,"₹8,21,904/yr"
Fresher,Data Scientist,Specialist,3,Hyderabad,"₹5,03,667/yr"
Softnautics,Machine Learning Engineer,Manager,1,Pune,"₹24,69,731/yr"
Wadhwani Institute for Artificial Intelligence,Machine Learning Engineer,Specialist,1,Mumbai,"₹6,02,928/yr"
STUDY Monitor Tech,Data Analyst,Manager,1,Hyderabad,"₹6,25,601/yr"
Jawaharlal Nehru Technological University,Machine Learning Engineer,Specialist,1,Bangalore,"₹1,35,516/yr"
Allstate,Data Analyst,Specialist,1,Pune,"₹5,40,810/yr"
Jotter,Data Engineer,Specialist,1,Hyderabad,"₹3,22,465/yr"
Izmo,Data Analyst,Specialist,3,Bangalore,"₹2,53,392/yr"
Accenture,Data Scientist,Manager,1,Mumbai,"₹2,39,625/yr"
TeamLease Staffing Solutions,Data Scientist,Specialist,1,Bangalore,"₹5,06,989/yr"
RockYou,Data Scientist,Specialist,1,Bangalore,"₹5,01,630/yr"
GroupM,Data Analyst,Specialist,2,New Delhi,"₹2,67,288/yr"
Cargoflash Infotech,Data Scientist,Specialist,2,New Delhi,"₹97,836/yr"
Saviance Technologies,Machine Learning Engineer,Manager,1,New Delhi,"₹23,36,604/yr"
HSBC,Software Engineer - Machine Learning,Specialist,1,Pune,"₹15,21,236/yr"
Bewakoof Brands,Data Scientist,Specialist,2,Mumbai,"₹7,30,703/yr"
College Internship Program,Data Scientist,Specialist,1,Bangalore,"₹1,82,520/yr"
ASD,Data Analyst,Specialist,1,Pune,"₹23,63,988/yr"
Sphera Solutions,Data Analyst,Specialist,2,Bangalore,"₹3,49,318/yr"
Lava International,Data Scientist,Specialist,1,Bangalore,"₹6,41,727/yr"
Oracle,Machine Learning Engineer,Specialist,2,Bangalore,"₹9,31,048/yr"
ADP,Data Scientist,Manager,1,Hyderabad,"₹42,69,970/yr"
L&T Financial Services,Data Scientist,Specialist,3,Mumbai,"₹8,86,778/yr"
Unbxd,Data Analyst,Specialist,3,Bangalore,"₹7,12,308/yr"
The Sparks Foundation,Machine Learning Engineer,Specialist,1,Hyderabad,"₹62,892/yr"
Indian Institute of Technology Bombay,Machine Learning Engineer,Manager,1,Mumbai,"₹3,83,363/yr"
Altius Equipments,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,80,088/yr"
Alfonso & Associates Consulting,Data Scientist,Manager,1,Bangalore,"₹1,16,59,208/yr"
Aviso,Machine Learning Engineer,Specialist,2,Hyderabad,"₹12,10,860/yr"
Samyak Software,Data Scientist,Specialist,1,Pune,"₹7,42,884/yr"
Kantar (Worldpanel Division),Data Engineer,Specialist,1,Hyderabad,"₹7,33,769/yr"
iAastha,Data Analyst,Specialist,2,Mumbai,"₹39,336/yr"
Vodafone Idea,Data Scientist,Manager,1,New Delhi,"₹15,49,900/yr"
Majorel,Data Scientist,Specialist,2,Bangalore,"₹13,47,252/yr"
Nagamani Hospital,Data Analyst,Specialist,1,Hyderabad,"₹5,40,000/yr"
Megha Engineering and Infrastructure,Data Scientist,Specialist,1,Bangalore,"₹2,15,952/yr"
Inflexion Analytics,Data Scientist,Specialist,1,Bangalore,"₹6,01,957/yr"
Kantar,Data Analyst,Manager,1,New Delhi,"₹13,67,384/yr"
Go Digital,Data Scientist,Manager,1,Pune,"₹17,83,305/yr"
Xstats,Data Engineer,Specialist,1,Pune,"₹90,804/yr"
Comviva,Data Scientist,Specialist,1,New Delhi,"₹3,10,014/yr"
Acuity Knowledge Partners,Data Analyst,Specialist,2,New Delhi,"₹5,08,899/yr"
Concerto Software,Machine Learning Engineer,Specialist,1,Mumbai,"₹1,28,988/yr"
Evalueserve,Data Scientist,Specialist,1,New Delhi,"₹8,55,199/yr"
ecoInsight,Data Engineer,Specialist,1,Bangalore,"₹3,26,397/yr"
J.P. Morgan,Data Analyst,Specialist,10,Mumbai,"₹7,44,516/yr"
Quidich Innovation Labs,Machine Learning Engineer,Manager,1,Pune,"₹3,59,410/yr"
Craftsvilla.com,Data Engineer,Specialist,1,Mumbai,"₹19,53,624/yr"
TCS,Data Analyst,Specialist,3,New Delhi,"₹2,01,468/yr"
Zen3 Infosolutions,Data Analyst,Specialist,5,Hyderabad,"₹5,00,000/yr"
Decision Minds,Data Scientist,Specialist,1,Bangalore,"₹18,22,656/yr"
Applied Materials,Data Scientist,Manager,1,Bangalore,"₹32,52,892/yr"
Cuelearn,Data Analyst,Specialist,5,Bangalore,"₹5,65,059/yr"
SunEdison,Data Scientist,Specialist,1,Bangalore,"₹16,37,162/yr"
TietoEVRY,Data Scientist,Specialist,1,Pune,"₹7,87,318/yr"
TCS e-Serve International,Data Scientist,Specialist,1,Bangalore,"₹11,63,669/yr"
IceCream Labs,Machine Learning Engineer,Specialist,2,Bangalore,"₹10,27,889/yr"
AIEnterprise,Data Scientist,Manager,1,Bangalore,"₹18,71,246/yr"
Wipro Digital,Data Scientist,Manager,1,Hyderabad,"₹22,10,273/yr"
DAnalytics,Machine Learning Engineer,Specialist,1,Pune,"₹3,00,000/yr"
Intel Corporation,Machine Learning Engineer,Specialist,4,Bangalore,"₹6,25,152/yr"
NaviRisk Consulting,Data Scientist,Specialist,1,Bangalore,"₹5,80,150/yr"
TEKsystems,Data Analyst,Specialist,1,Hyderabad,"₹5,22,547/yr"
HHH,Data Engineer,Specialist,1,Mumbai,"₹5,80,440/yr"
Yatra Online Pvt Ltd,Data Analyst,Specialist,3,New Delhi,"₹5,64,648/yr"
SAP,Data Scientist,Specialist,8,Bangalore,"₹17,30,166/yr"
Attra,Data Scientist,Specialist,1,Pune,"₹22,49,481/yr"
Infogain,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,12,663/yr"
Uber,Data Analyst,Specialist,4,Hyderabad,"₹6,62,645/yr"
Guardian Life,Data Engineer,Manager,1,New Delhi,"₹12,30,496/yr"
Stayzilla,Data Scientist,Specialist,1,Bangalore,"₹14,65,641/yr"
Asquared IoT,Data Scientist,Specialist,2,Pune,"₹6,37,645/yr"
Rajuri Steels,Data Analyst,Specialist,1,Mumbai,"₹3,51,709/yr"
Climate Connect,Data Scientist,Specialist,2,Pune,"₹7,31,758/yr"
Barclays,Machine Learning Engineer,Specialist,2,Pune,"₹20,50,654/yr"
GlobalLogic,Data Analyst,Specialist,86,New Delhi,"₹2,30,043/yr"
PayPal,Machine Learning Engineer,Specialist,1,Bangalore,"₹18,08,790/yr"
MSCI,Data Scientist,Specialist,1,Mumbai,"₹8,70,393/yr"
Ritwik IT Services,Data Scientist,Specialist,1,Bangalore,"₹86,66,964/yr"
Wipro Technologies,Data Engineer,Specialist,4,Bangalore,"₹4,16,478/yr"
Genpact,Data Scientist,Specialist,6,New Delhi,"₹5,91,185/yr"
DataWeave,Data Engineer,Specialist,2,Bangalore,"₹2,92,920/yr"
CGI,Data Analyst,Manager,1,Bangalore,"₹16,22,261/yr"
infrasoft technologies,Data Engineer,Specialist,1,Hyderabad,"₹5,80,000/yr"
Honeywell,Data Scientist,Specialist,1,Hyderabad,"₹16,53,407/yr"
Tata Elxsi,Data Scientist,Manager,1,Bangalore,"₹32,70,118/yr"
Flutura,Data Scientist,Specialist,1,Bangalore,"₹11,03,782/yr"
Decimal Point Analytics,Machine Learning Engineer,Specialist,1,Mumbai,"₹5,07,729/yr"
American Language Communication Center,Data Scientist,Specialist,1,Bangalore,"₹10,13,978/yr"
Ashok Leyland,Data Scientist,Specialist,1,New Delhi,"₹2,05,476/yr"
DONE by NONE,Machine Learning Engineer,Specialist,1,New Delhi,"₹8,28,777/yr"
Sandcube Analytics,Data Analyst,Specialist,6,Bangalore,"₹1,74,360/yr"
IHS Markit,Data Engineer,Specialist,2,New Delhi,"₹9,17,271/yr"
DecisionTree Analytics & Services,Data Analyst,Specialist,5,New Delhi,"₹5,94,543/yr"
TEKsystems,Data Engineer,Specialist,1,Pune,"₹27,19,803/yr"
wayForward,Machine Learning Engineer,Specialist,2,New Delhi,"₹8,45,183/yr"
R.S. Consultants,Data Engineer,Specialist,1,Pune,"₹28,16,193/yr"
Nabler Web Solutions,Data Engineer,Specialist,2,Bangalore,"₹6,20,504/yr"
Atkins,Data Scientist,Specialist,1,Bangalore,"₹16,00,000/yr"
Essentia SoftServ,Data Engineer,Specialist,1,New Delhi,"₹2,40,000/yr"
Monsanto Company,Data Scientist,Specialist,2,Bangalore,"₹19,75,970/yr"
Navigare,Data Scientist,Specialist,1,Bangalore,"₹10,03,261/yr"
ValueLabs,Data Scientist,Specialist,1,Hyderabad,"₹25,67,346/yr"
Virtusa,Data Scientist,Specialist,2,Bangalore,"₹4,81,741/yr"
Knorex,Data Scientist,Specialist,2,Pune,"₹6,41,700/yr"
Fractal,Data Analyst,Specialist,4,New Delhi,"₹8,78,070/yr"
Robosoft Technologies,Data Scientist,Manager,1,Bangalore,"₹3,99,310/yr"
NTT DATA,Data Scientist,Specialist,1,New Delhi,"₹13,23,523/yr"
ABC,Data Scientist,Specialist,3,Pune,"₹5,06,988/yr"
Innovative Business Solutions,Data Scientist,Manager,1,New Delhi,"₹22,78,348/yr"
Vi,Data Analyst,Specialist,1,Hyderabad,"₹7,78,606/yr"
Dr. Reddy's,Data Scientist,Specialist,2,Hyderabad,"₹51,98,676/yr"
Nokia,Data Scientist,Specialist,6,Bangalore,"₹16,63,189/yr"
Locobuzz,Data Scientist,Manager,1,Mumbai,"₹24,06,557/yr"
eKincare,Data Scientist,Specialist,2,Hyderabad,"₹6,50,865/yr"
National Centre for Biological Sciences,Data Scientist,Specialist,1,Bangalore,"₹4,25,761/yr"
Multi Recruit,Data Scientist,Specialist,1,Bangalore,"₹19,37,670/yr"
Molecular Connections,Data Scientist,Specialist,2,Bangalore,"₹5,16,564/yr"
InMobi,Data Scientist,Specialist,3,Bangalore,"₹17,00,000/yr"
NA World Services,Data Analyst,Specialist,2,Pune,"₹3,78,396/yr"
Landmark Group,Data Engineer,Specialist,3,Bangalore,"₹11,29,307/yr"
IITS,Data Scientist,Specialist,1,Bangalore,"₹5,88,795/yr"
Pegasystems,Data Scientist,Specialist,1,Bangalore,"₹11,98,038/yr"
Mindtree,Data Scientist,Specialist,1,Hyderabad,"₹11,05,372/yr"
Coforge,Data Engineer,Specialist,4,New Delhi,"₹15,55,930/yr"
LinkedIn,Data Scientist,Specialist,5,Bangalore,"₹23,33,241/yr"
KNOEMA,Data Engineer,Manager,1,Bangalore,"₹28,33,826/yr"
Hexaware Technologies,Data Scientist,Specialist,1,Hyderabad,"₹6,18,995/yr"
yellow.ai,Data Engineer,Specialist,1,Bangalore,"₹7,63,571/yr"
Amazon,Data Engineer,Specialist,1,Bangalore,"₹2,46,576/yr"
Incedo,Data Scientist,Specialist,2,New Delhi,"₹9,00,640/yr"
First Student,Machine Learning Engineer,Specialist,2,Pune,"₹5,16,000/yr"
Gibots,Data Scientist,Specialist,1,Pune,"₹4,12,713/yr"
Neudesic,Data Scientist,Specialist,1,Bangalore,"₹9,91,803/yr"
S&P Global,Data Scientist,Manager,1,New Delhi,"₹30,13,239/yr"
Rajeev Kaul CPA PC,Data Engineer,Manager,1,Pune,"₹19,41,222/yr"
IBM,Data Analyst,Specialist,15,New Delhi,"₹5,21,474/yr"
Goodwill,Data Scientist,Specialist,1,Pune,"₹6,19,069/yr"
Newfold Digital,Data Analyst,Specialist,1,Mumbai,"₹5,15,940/yr"
Citi,Data Analyst,Specialist,10,Bangalore,"₹11,75,802/yr"
KrazyBee,Data Scientist,Specialist,2,Bangalore,"₹11,49,607/yr"
TCS,Data Analyst,Specialist,3,Bangalore,"₹5,13,690/yr"
Akaike Technologies,Data Scientist,Specialist,2,New Delhi,"₹9,04,395/yr"
Unacademy,Data Scientist,Specialist,1,Pune,"₹7,02,283/yr"
IBM,Data Scientist,Specialist,1,Bangalore,"₹12,03,913/yr"
SalesKen,Data Scientist,Specialist,2,Bangalore,"₹10,39,792/yr"
HSBC,Data Analyst,Specialist,2,Hyderabad,"₹26,73,783/yr"
IHS Markit,Data Analyst,Specialist,7,New Delhi,"₹6,21,583/yr"
ZS Associates,Data Scientist,Manager,2,New Delhi,"₹36,50,903/yr"
Adobe,Data Engineer,Manager,1,New Delhi,"₹14,36,195/yr"
PayNearby,Data Engineer,Manager,1,Mumbai,"₹16,77,286/yr"
Propellum Infotech,Data Analyst,Specialist,1,Mumbai,"₹1,85,388/yr"
University of Hyderabad,Data Engineer,Specialist,1,Hyderabad,"₹6,67,797/yr"
Inference Labs,Data Scientist,Manager,1,Bangalore,"₹18,16,668/yr"
Atos-Syntel,Data Scientist,Specialist,3,Pune,"₹4,23,422/yr"
Star TV Network,Data Scientist,Specialist,1,Mumbai,"₹20,73,676/yr"
Amazon,Machine Learning Engineer,Specialist,4,Hyderabad,"₹2,97,469/yr"
Google,Data Analyst,Specialist,5,Mumbai,"₹2,54,901/yr"
Blackcoffer,Data Scientist,Specialist,3,New Delhi,"₹3,00,000/yr"
SteradianSemi,Machine Learning Engineer,Specialist,1,Bangalore,"₹11,19,904/yr"
Jobminar,Data Analyst,Manager,1,Hyderabad,"₹10,21,886/yr"
Hetero,Data Analyst,Manager,1,Hyderabad,"₹9,01,213/yr"
Alpha Alternatives,Data Analyst,Specialist,2,Mumbai,"₹1,87,404/yr"
Searce,Data Engineer,Specialist,2,Bangalore,"₹8,93,330/yr"
AthenasOwl,Data Engineer,Specialist,1,Mumbai,"₹12,49,434/yr"
First Student,Data Scientist,Specialist,4,Pune,"₹4,25,000/yr"
Bharat Financial Inclusion,Data Scientist,Specialist,1,Hyderabad,"₹13,09,535/yr"
Zopper,Data Scientist,Specialist,1,Bangalore,"₹23,60,899/yr"
Flip Robo,Data Scientist,Manager,1,Bangalore,"₹8,09,850/yr"
Dexpert Systems,Senior Data Scientist,Specialist,1,Pune,"₹20,54,972/yr"
Encore Capital Group,Data Analyst,Manager,1,New Delhi,"₹23,82,283/yr"
ANB Systems,Data Engineer,Specialist,1,Mumbai,"₹15,00,000/yr"
CGI,Data Scientist,Specialist,1,Hyderabad,"₹4,26,187/yr"
Fresher,Data Analyst,Manager,1,New Delhi,"₹8,67,489/yr"
Ericsson IT Solutions & Services,Data Scientist,Specialist,5,Bangalore,"₹20,09,790/yr"
HP Inc.,Machine Learning Engineer,Specialist,1,Bangalore,"₹12,89,859/yr"
ADP,Lead Data Scientist,Specialist,1,Pune,"₹15,20,967/yr"
Wells Fargo,Data Analyst,Manager,1,Bangalore,"₹14,25,329/yr"
Nobody Likes Onions,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,00,000/yr"
Cisco Systems,Data Scientist,Specialist,1,Bangalore,"₹8,07,768/yr"
General Mills,Data Scientist,Manager,1,Mumbai,"₹58,64,988/yr"
Wipro,Data Scientist,Manager,1,Hyderabad,"₹37,07,588/yr"
Simple Lecture,Data Scientist,Specialist,1,Bangalore,"₹5,02,448/yr"
LetsGrowMore,Machine Learning Engineer,Specialist,1,Mumbai,"₹3,60,000/yr"
ZS Associates,Data Scientist,Specialist,11,New Delhi,"₹12,94,964/yr"
OYO,Data Scientist,Specialist,9,New Delhi,"₹14,51,573/yr"
Hakkasan Group,Data Scientist,Specialist,1,Bangalore,"₹5,89,007/yr"
Infrrd,Machine Learning Engineer,Specialist,1,Bangalore,"₹10,08,975/yr"
Epsilon,Data Engineer,Specialist,1,Bangalore,"₹15,27,142/yr"
Nineleaps Technology Solutions,Data Analyst,Specialist,4,Bangalore,"₹5,22,304/yr"
Majorel,Data Scientist,Manager,1,Bangalore,"₹37,34,129/yr"
FieldGlobal Market Research,Data Analyst,Specialist,3,Mumbai,"₹4,62,120/yr"
Nivetti Systems,Data Scientist,Specialist,2,Bangalore,"₹7,47,000/yr"
Publicis Sapient,Data Engineer,Specialist,1,New Delhi,"₹25,00,000/yr"
Affine,Data Analyst,Specialist,3,Bangalore,"₹6,66,696/yr"
Chhatrapati Shivaji International Airport,Data Engineer,Specialist,1,Bangalore,"₹7,20,000/yr"
First Student,Data Analyst,Specialist,2,Mumbai,"₹1,50,660/yr"
Altimetrik,Data Scientist,Specialist,1,Bangalore,"₹5,46,456/yr"
Pitney Bowes,Senior Data Scientist,Specialist,1,Pune,"₹24,74,429/yr"
Worley,Data Scientist,Specialist,1,Mumbai,"₹2,46,576/yr"
Barclays,Senior Data Scientist,Specialist,2,Pune,"₹27,96,928/yr"
DXC Technology,Data Analyst,Specialist,6,New Delhi,"₹5,45,756/yr"
Fusion Tech Process,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,02,196/yr"
Suhana Shabnam,Data Scientist,Specialist,1,Bangalore,"₹20,73,969/yr"
Zee Entertainment Enterprises Ltd.,Data Scientist,Manager,1,Mumbai,"₹91,02,717/yr"
Kira Systems,Data Engineer,Specialist,1,Pune,"₹6,00,000/yr"
FlexiLoans Technologies,Data Scientist,Specialist,2,Mumbai,"₹8,27,693/yr"
Pacecom Technologies,Data Analyst,Specialist,6,Bangalore,"₹2,11,557/yr"
Havells India,Machine Learning Engineer,Manager,1,Bangalore,"₹13,71,429/yr"
IDFC First Bank,Data Analyst,Specialist,3,Mumbai,"₹13,56,593/yr"
Bajaj Finance,Data Scientist,Specialist,7,Pune,"₹9,56,307/yr"
Easypolicy.com,Machine Learning Engineer,Specialist,1,New Delhi,"₹4,12,663/yr"
ExcelR,Data Scientist,Specialist,1,Bangalore,"₹3,70,468/yr"
AGS Health,Data Scientist,Specialist,1,Hyderabad,"₹4,13,352/yr"
Maruti Suzuki,Data Analyst,Specialist,2,New Delhi,"₹9,82,427/yr"
Novartis,Data Analyst,Specialist,1,Hyderabad,"₹6,29,472/yr"
IIT Madras,Data Scientist,Specialist,1,Bangalore,"₹20,00,000/yr"
5x,Data Engineer,Specialist,1,Hyderabad,"₹4,50,000/yr"
IBM,Data Engineer,Specialist,8,Hyderabad,"₹5,04,488/yr"
Franklin Templeton Investments,Data Analyst,Specialist,2,Hyderabad,"₹1,36,137/yr"
HSBC Software Development India,Data Engineer,Specialist,1,Pune,"₹7,33,769/yr"
Current,Data Engineer,Manager,1,Pune,"₹10,88,546/yr"
Landmark Group,Data Engineer,Manager,1,Bangalore,"₹39,21,953/yr"
Subway,Data Science,Specialist,1,Pune,"₹4,98,588/yr"
Nassau Re,Data Analyst,Specialist,1,Hyderabad,"₹37,73,676/yr"
FedEx,Data Analyst,Specialist,2,Mumbai,"₹4,48,911/yr"
CSS Corporation,Data Analyst,Manager,1,Pune,"₹2,30,991/yr"
AIndra Labs,Data Scientist,Specialist,1,Bangalore,"₹3,04,188/yr"
Zaynax,Data Science,Specialist,1,Pune,"₹8,00,000/yr"
IFI Techsolutions,Data Engineer,Specialist,2,Mumbai,"₹3,53,152/yr"
Yotta Systems,Data Scientist,Specialist,1,Bangalore,"₹4,61,916/yr"
Aera Technology,Data Science,Specialist,1,Pune,"₹3,46,752/yr"
DXC Technology,Data Scientist,Specialist,1,New Delhi,"₹8,94,516/yr"
Bourntec Solutions,Data Analyst,Specialist,1,Hyderabad,"₹4,16,478/yr"
QuEST Global,Data Scientist,Specialist,2,Bangalore,"₹14,08,375/yr"
NetApp,Data Engineer,Specialist,1,Bangalore,"₹20,14,668/yr"
RAKESH GROUP,Data Scientist,Specialist,1,Pune,"₹50,16,304/yr"
Relifin Technologies,Data Engineer,Specialist,1,Bangalore,"₹7,28,836/yr"
Tableau Software,Machine Learning Engineer,Specialist,1,Hyderabad,"₹3,05,424/yr"
Blackstraw,Machine Learning Engineer,Specialist,1,Pune,"₹12,00,000/yr"
CapFront Technologies,Data Analyst,Specialist,2,Bangalore,"₹3,73,694/yr"
Sakshi Softech,Data Engineer,Specialist,1,Pune,"₹2,32,176/yr"
The Sparks Foundation,Data Scientist,Specialist,1,Hyderabad,"₹3,52,567/yr"
IBM,Data Analyst,Specialist,12,Hyderabad,"₹5,13,986/yr"
BA Continuum India,Data Engineer,Specialist,1,Hyderabad,"₹8,21,904/yr"
The MediaHolic,Machine Learning Engineer,Specialist,1,Mumbai,"₹9,06,601/yr"
Rainman Consulting,Data Analyst,Specialist,3,Bangalore,"₹4,24,836/yr"
IBM,Data Scientist,Specialist,95,Bangalore,"₹11,91,950/yr"
ITC Infotech,Data Scientist,Specialist,4,Bangalore,"₹4,14,817/yr"
Citi,Data Scientist,Manager,1,Bangalore,"₹69,93,842/yr"
Fresher,Data Analyst,Specialist,4,Hyderabad,"₹3,60,588/yr"
Reliance Industries,Data Analyst,Specialist,3,Bangalore,"₹5,83,954/yr"
BYJU'S,Data Analyst,Specialist,2,Pune,"₹4,72,340/yr"
Logipro Software,Data Engineer,Specialist,1,Bangalore,"₹2,09,648/yr"
GainInsights Solutions,Data Engineer,Specialist,1,Bangalore,"₹10,00,000/yr"
HSBC Electronic Data Processing India,Data Scientist,Specialist,1,Bangalore,"₹16,22,364/yr"
JustDial,Data Analyst,Specialist,2,Mumbai,"₹3,22,104/yr"
The Goddard School,Data Scientist,Specialist,1,Bangalore,"₹3,00,000/yr"
Hotstar,Data Analyst,Specialist,2,Mumbai,"₹18,14,306/yr"
Facex,Machine Learning Engineer,Specialist,1,Pune,"₹12,32,856/yr"
DataVal Analytics,Machine Learning Engineer,Manager,1,Bangalore,"₹16,69,311/yr"
NutaNXT Technologies,Data Scientist,Specialist,1,Pune,"₹8,41,226/yr"
Oracle,Data Scientist,Specialist,1,Mumbai,"₹10,00,000/yr"
Gap,Data Engineer,Specialist,1,Hyderabad,"₹2,79,976/yr"
